_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
820710,4154694,2017.0,2019,1961.0,PRIVATE,6,York Centre,569 SHEPPARD AVE W,13,144,2019-11-18,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,N0630,43.7553047616,-79.436948304,309861.967,4845928.563
820711,4154445,2017.0,2019,1960.0,PRIVATE,6,York Centre,1385 SHEPPARD AVE W,4,40,2019-11-18,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,2.0,3.0,4.0,,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,5.0,,N0627,43.7442254108,-79.4874558876,305823.196,4844735.738
820712,4156642,2017.0,2019,2010.0,PRIVATE,17,Don Valley North,1751 SHEPPARD AVE E,7,74,2019-11-18,99,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N1730,43.775389788000005,-79.343955146,317356.94800000003,4848175.294
820713,4156639,2017.0,2019,2010.0,PRIVATE,17,Don Valley North,1761 SHEPPARD AVE E,7,74,2019-11-18,97,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,N1730,43.775609538999994,-79.343036945,317419.83,4848195.294
820714,4154453,2017.0,2019,1958.0,PRIVATE,6,York Centre,18 SKIPTON CRT,4,40,2019-11-18,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,,N0627,43.737360083999995,-79.492713493,305371.21,4843934.081
820715,4154454,2017.0,2019,1958.0,PRIVATE,6,York Centre,20 SKIPTON CRT,4,40,2019-11-18,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,,N0627,43.736844271,-79.49297506,305369.286,4843919.864
820716,4154448,2017.0,2019,1959.0,PRIVATE,6,York Centre,18 SEELEY DR,5,99,2019-11-18,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,,N0627,43.74138175,-79.49430188310001,305243.523,4844379.888
820717,4154449,2017.0,2019,1959.0,PRIVATE,6,York Centre,24 SEELEY DR,4,100,2019-11-18,72,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,3.0,3.0,5.0,2.0,4.0,3.0,,3.0,4.0,,N0627,43.7406632771,-79.4927548873,305368.127,4844300.0819999995
820718,4154447,2017.0,2019,1959.0,PRIVATE,6,York Centre,25 SEELEY DR,4,71,2019-11-18,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,,N0627,43.7415574676,-79.4934448562,305312.55100000004,4844399.414
820719,4154446,2017.0,2019,1959.0,PRIVATE,6,York Centre,27 SEELEY DR,5,71,2019-11-18,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,,N0627,43.7411213027,-79.4918224235,305443.231,4844350.972
820720,4154468,2017.0,2019,1967.0,PRIVATE,7,Humber River-Black Creek,170 SENTINEL RD,4,60,2019-11-18,57,Evaluation needs to be conducted in 1 year,18,2.0,3.0,5.0,1.0,3.0,4.0,2.0,3.0,2.0,,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,,W0731,43.75162192,-79.4974696596,304988.387,4845517.507
820721,4154396,2017.0,2019,1960.0,PRIVATE,6,York Centre,1309 WILSON AVE,7,84,2019-11-18,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,,N0631,43.723087588,-79.4957736371,305125.023,4842347.517
820722,4154406,2017.0,2019,1968.0,PRIVATE,6,York Centre,1330 WILSON AVE,4,27,2019-11-18,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,N0627,43.7237259106,-79.49648730220001,305067.523,4842418.431
820723,4154395,2017.0,2019,1960.0,PRIVATE,6,York Centre,1391 WILSON AVE,4,36,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,N0631,43.721770572299995,-79.499656818,304812.168,4842201.204
820724,4154393,2017.0,2019,1958.0,PRIVATE,6,York Centre,1395 WILSON AVE,4,35,2019-11-18,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,5.0,5.0,5.0,5.0,,5.0,4.0,,N0631,43.721514239399994,-79.5008149928,304718.854,4842172.728999999
820725,4154392,2017.0,2019,1960.0,PRIVATE,6,York Centre,1455 WILSON AVE,3,66,2019-11-18,75,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,N0631,43.721783344399995,-79.5027970015,304559.163,4842202.632
820726,4154389,2017.0,2019,1955.0,PRIVATE,6,York Centre,1497 WILSON AVE,4,42,2019-11-18,75,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0631,43.72097928310001,-79.5051259497,304371.503,4842113.317
820727,4154388,2017.0,2019,1958.0,PRIVATE,6,York Centre,1505 WILSON AVE,4,55,2019-11-18,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,N0631,43.7207964113,-79.5055990345,304333.381,4842093.005
820728,4154387,2017.0,2019,1958.0,PRIVATE,6,York Centre,1515 WILSON AVE,4,55,2019-11-18,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,N0631,43.7208314192,-79.50603393760001,304298.338,4842096.898
820729,4154386,2017.0,2019,1958.0,PRIVATE,6,York Centre,1525 WILSON AVE,4,21,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0631,43.7207617209,-79.5064382692,304265.757,4842089.159
820730,4154385,2017.0,2019,1960.0,PRIVATE,6,York Centre,1533 WILSON AVE,4,42,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0631,43.7206156071,-79.5067407742,304241.38,4842072.93
820731,4154384,2017.0,2019,1960.0,PRIVATE,6,York Centre,1537 WILSON AVE,4,42,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0631,43.7205293496,-79.50708963470001,304213.269,4842063.35
820732,4155623,2017.0,2019,1955.0,TCHC,5,York South-Weston,1620 LAWRENCE AVE W,3,13,2019-11-14,64,Evaluation needs to be conducted in 1 year,17,4.0,2.0,2.0,3.0,4.0,4.0,,3.0,,,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,W0526,43.7064506482,-79.4893217524,305627.966,4840469.963
820733,4154299,2018.0,2019,1970.0,PRIVATE,5,York South-Weston,1577 LAWRENCE AVE W,15,350,2019-11-08,68,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,W0529,43.705418072700006,-79.4894721065,305632.974,4840384.601
820734,4155131,2017.0,2019,1968.0,PRIVATE,5,York South-Weston,55 EMMETT AVE,23,267,2019-11-08,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,W0531,43.688645209300006,-79.5034322952,304507.717,4838521.209
820735,4154455,2017.0,2019,1967.0,PRIVATE,6,York Centre,3400 KEELE ST,9,141,2019-11-08,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,,N0625,43.748015635,-79.487900293,305768.00800000003,4845249.455
820736,4154441,2017.0,2019,1954.0,PRIVATE,6,York Centre,2954 KEELE ST,3,12,2019-11-08,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,,N0627,43.735338064,-79.484558662,306028.136,4843709.531
820737,4155132,2017.0,2019,1971.0,PRIVATE,5,York South-Weston,65 EMMETT AVE,24,419,2019-11-08,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,,W0531,43.6880415754,-79.5040797855,304455.515,4838454.156
820738,4154840,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,22 ELKHORN DR,5,223,2019-11-07,92,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,N1725,43.7709054792,-79.3819188744,314290.803,4847666.555
820739,4154632,2017.0,2019,1964.0,PRIVATE,6,York Centre,12 ROCKFORD RD,13,128,2019-11-07,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0622,43.786076743500004,-79.447735502,308991.179,4849346.616
820740,4156200,2017.0,2019,1987.0,SOCIAL HOUSING,6,York Centre,625 FINCH AVE W,14,123,2019-11-07,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,,N0624,,,308349.30199999997,4847683.871
820741,4154847,2017.0,2019,1979.0,TCHC,17,Don Valley North,1700 FINCH AVE E,18,275,2019-11-07,92,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,N1722,43.793883908999995,-79.351291535,316751.73600000003,4850224.274
820742,4154652,2017.0,2019,1965.0,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2019-11-07,85,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,N0624,43.7657548154,-79.4437096635,309316.71,4847089.125
820743,4154698,2017.0,2019,1962.0,PRIVATE,6,York Centre,15 CANYON AVE,21,117,2019-11-07,90,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,N0624,43.757154574,-79.436224864,,
820744,4154837,2017.0,2019,1959.0,PRIVATE,17,Don Valley North,71 TALARA DR,3,29,2019-11-07,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,2.0,3.0,4.0,,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,N1729,43.765626586,-79.37941856,314492.675,4847081.343
820745,4156122,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,75 TALARA DR,4,66,2019-11-07,80,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,N1729,43.765752783,-79.380070251,314469.09,4847077.914
820746,4154620,2017.0,2019,1994.0,SOCIAL HOUSING,6,York Centre,15 TORRESDALE AVE,7,61,2019-11-07,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0622,43.773480632100004,-79.4511037364,308720.91,4847947.07
820747,4154625,2017.0,2019,1978.0,PRIVATE,6,York Centre,120 TORRESDALE AVE,16,246,2019-11-07,85,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,N0622,43.7777650833,-79.4542079803,308470.731,4848422.903
820748,4154819,2017.0,2019,1968.0,PRIVATE,17,Don Valley North,225 VAN HORNE AVE,13,153,2019-11-07,83,Evaluation needs to be conducted in 2 years,18,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,N1727,43.7869738317,-79.3519406664,316701.12100000004,4849455.572
820749,4154820,2017.0,2019,1969.0,PRIVATE,17,Don Valley North,335 VAN HORNE AVE,14,125,2019-11-07,86,Evaluation needs to be conducted in 3 years,20,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,N1727,43.78732482,-79.350960418,316779.945,4849494.702
820750,4156131,2017.0,2019,1966.0,PRIVATE,17,Don Valley North,24 LEITH HILL RD,16,224,2019-11-07,93,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,N1727,43.777179623,-79.349923805,316922.679,4848356.009
820751,4154826,2017.0,2019,1965.0,PRIVATE,17,Don Valley North,34 LEITH HILL RD,11,231,2019-11-07,92,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,N1727,43.7777340882,-79.3489814239,316941.141,4848429.475
820752,4152948,2017.0,2019,1994.0,SOCIAL HOUSING,5,York South-Weston,17 MC CORMACK ST,4,61,2019-11-07,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,,W0540,43.6763328367,-79.4723721039,307012.089,4837153.6219999995
820753,4154617,2017.0,2019,1959.0,PRIVATE,6,York Centre,81 GARTHDALE CRT,3,10,2019-11-07,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N0624,43.7648967345,-79.4644796149,307644.521,4846992.893
820754,4154829,2017.0,2019,1966.0,PRIVATE,17,Don Valley North,30 ESTERBROOKE AVE,15,163,2019-11-07,89,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,N1727,43.779318806899994,-79.3498546485,316870.531,4848605.407
820755,4154825,2017.0,2019,1965.0,PRIVATE,17,Don Valley North,35 ESTERBROOKE AVE,16,218,2019-11-07,90,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,N1727,43.7784516563,-79.3501562964,316846.419,4848509.027
820756,4156232,2017.0,2019,1969.0,TCHC,5,York South-Weston,101 HUMBER BLVD,14,246,2019-11-07,54,Evaluation needs to be conducted in 1 year,18,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0539,43.679802556000006,-79.4820189606,306234.164,4837538.915
820757,4154833,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,30 GODSTONE RD,15,174,2019-11-07,97,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,N1727,43.7814235784,-79.3473574848,317071.105,4848839.609
820758,4154643,2017.0,2019,1964.0,PRIVATE,6,York Centre,3 GOLDFINCH CRT,15,172,2019-11-07,84,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.7710438597,-79.4492292912,308871.972,4847676.448
820759,4154626,2017.0,2019,1965.0,PRIVATE,6,York Centre,15 ROCKFORD RD,12,117,2019-11-07,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,,N0622,43.784966077200004,-79.4478362845,308983.144,4849223.218
820760,4154839,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,640 SHEPPARD AVE E,19,128,2019-11-07,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,,N1725,43.7684778574,-79.3827681491,314222.811,4847396.752
820761,4263115,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,644 SHEPPARD AVE E,18,128,2019-11-07,87,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,N1725,43.769673908,-79.38312278779999,314194.076,4847529.585
820762,4154616,2017.0,2019,1993.0,TCHC,6,York Centre,750 WILSON HEIGHTS BLVD,4,79,2019-11-07,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,3.0,N0624,43.7599025231,-79.4643820727,307652.61,4846438.066000001
820763,4156206,2017.0,2019,1971.0,TCHC,17,Don Valley North,2 BRAHMS AVE,12,164,2019-11-07,78,Evaluation needs to be conducted in 2 years,18,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,,N1722,43.792308051000006,-79.35878168,316167.619,4850056.03
820764,4154628,2017.0,2019,1965.0,PRIVATE,6,York Centre,18 CEDARCROFT BLVD,12,117,2019-11-07,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N0622,43.7839479718,-79.4474754127,309012.262,4849110.129
820765,4154699,2017.0,2019,1959.0,PRIVATE,6,York Centre,35 CANYON AVE,21,237,2019-11-07,82,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,N0624,43.757997709499996,-79.43691777560001,309864.19800000003,4846227.739
820766,4156512,2017.0,2019,1964.0,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2019-11-07,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,N0625,43.744572133599995,-79.4939808701,305269.36699999997,4844734.321
820767,4155684,2017.0,2019,1964.0,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2019-11-07,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,5.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0625,43.7447007322,-79.4945628574,305222.49199999997,4844748.606000001
820768,4156484,2017.0,2019,1965.0,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2019-11-07,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0625,43.7434121512,-79.49453969449999,305224.364,4844605.449
820769,4155677,2017.0,2019,1965.0,PRIVATE,6,York Centre,39 BROOKWELL DR,4,57,2019-11-07,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,,N0625,43.7438340807,-79.4945341178,305224.811,4844652.324
820770,4154450,2019.0,2019,1958.0,PRIVATE,6,York Centre,2 DORADO CRT,4,87,2019-11-07,53,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,2.0,3.0,,3.0,2.0,,2.0,2.0,4.0,3.0,2.0,3.0,,3.0,2.0,,N0627,43.738441642299996,-79.4861508679,305900.09,4844053.338
820771,4154831,2017.0,2019,1968.0,PRIVATE,17,Don Valley North,2775 DON MILLS RD,14,170,2019-11-07,91,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,N1727,43.779757915299996,-79.3477938007,317036.328,4848654.491
820772,4155838,2017.0,2019,1960.0,PRIVATE,17,Don Valley North,2960 DON MILLS RD W,16,171,2019-11-07,88,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,N1727,43.781329305,-79.35268326399999,316667.205,4848830.4969999995
820773,4155839,2017.0,2019,1970.0,PRIVATE,17,Don Valley North,2980 DON MILLS RD W,16,168,2019-11-07,93,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,N1727,43.78227098399999,-79.352924184,316646.953,4848936.864
820774,4154818,2017.0,2019,1969.0,PRIVATE,17,Don Valley North,12 DEERFORD RD,12,137,2019-11-07,94,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,N1727,43.786127991,-79.35066942,316803.339,4849362.734
820775,4154836,2017.0,2019,1959.0,PRIVATE,17,Don Valley North,11 DERVOCK CRES,4,77,2019-11-07,87,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N1729,43.76608884,-79.38041321899999,314412.519,4847132.58
820776,4167691,2017.0,2019,1960.0,PRIVATE,6,York Centre,2956 KEELE ST,3,11,2019-11-07,74,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,,N0627,43.735513831999995,-79.484593132,306025.356,4843729.057
820777,4154444,2017.0,2019,1963.0,PRIVATE,6,York Centre,3250 KEELE ST,4,59,2019-11-07,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,,N0627,43.7419180472,-79.4861318994,305901.567,4844439.544
820778,4154461,2017.0,2019,1967.0,PRIVATE,6,York Centre,3444 KEELE ST,9,61,2019-11-07,76,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,N0625,43.75021348640001,-79.48822665600001,305732.756,4845361.107
820779,4155081,2017.0,2019,1996.0,SOCIAL HOUSING,5,York South-Weston,1500 KEELE ST,11,132,2019-11-07,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0536,43.679672235299996,-79.4718686985,307133.338,4837529.733
820780,4155086,2017.0,2019,1955.0,PRIVATE,5,York South-Weston,1720 KEELE ST,4,47,2019-11-07,70,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,W0536,43.685202700699996,-79.4736170741,306911.453,4838139.002
820781,4154686,2017.0,2019,1960.0,PRIVATE,6,York Centre,3905 BATHURST ST,5,50,2019-11-07,63,Evaluation needs to be conducted in 1 year,19,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,,N0630,43.743207276599996,-79.4350944029,310012.274,4844584.687
820782,4154604,2017.0,2019,1966.0,PRIVATE,6,York Centre,4190 BATHURST ST,9,80,2019-11-07,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N0629,43.748575119399995,-79.437302788,309833.975,4845180.913
